from,to,fromCount,edgewidth
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 22 Respiratory thoracic and mediastinal outcomes,1,1
CA Physiological,D 22 Respiratory thoracic and mediastinal outcomes,1,1
CA Physiological,D 22 Respiratory thoracic and mediastinal outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Physiological,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Physiological,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Life impact,D 25 Physical functioning,1,1
CA Life impact,D 25 Physical functioning,1,1
CA Life impact,D 30 Global quality of life,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Resource use,D 34 Economic,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Life impact,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Life impact,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
OM Adverse events,Demeyere et al (2010),1,1
OM Chest tube output,Demeyere et al (2010),1,1
OM Coagulation factors ,Demeyere et al (2010),1,1
OM HCT,Demeyere et al (2010),1,1
OM in vivo thrombin generation ,Demeyere et al (2010),1,1
OM Plasma,Demeyere et al (2010),1,1
OM RBC,Demeyere et al (2010),1,1
OM Reoperation,Demeyere et al (2010),1,1
OM Complete Blood Count,Etemadreziae et al (2007),1,1
OM Glascow Coma Scale,Etemadreziae et al (2007),1,1
OM INR,Etemadreziae et al (2007),1,1
OM Intracerebral hemorrhage,Etemadreziae et al (2007),1,1
OM Mortality,Etemadreziae et al (2007),1,1
OM Plasma thromboplastin time (PTT),Etemadreziae et al (2007),1,1
OM Reoperation,Etemadreziae et al (2007),1,1
OM aPTT,French et al (2003),1,1
OM Coagulation factors ,French et al (2003),1,1
OM Ddimers,French et al (2003),1,1
OM INR,French et al (2003),1,1
OM Pulmonary oedema,French et al (2003),1,1
OM Reptilase time,French et al (2003),1,1
OM aPTT,Garrigue et al (2017),1,1
OM arterial blood gas,Garrigue et al (2017),1,1
OM Coagulation factors ,Garrigue et al (2017),1,1
OM Fibrin monomer,Garrigue et al (2017),1,1
OM Fibrinogen,Garrigue et al (2017),1,1
OM Fluids,Garrigue et al (2017),1,1
OM Hemostatic agents,Garrigue et al (2017),1,1
OM LOS Hospital,Garrigue et al (2017),1,1
OM Plasma,Garrigue et al (2017),1,1
OM Platelets,Garrigue et al (2017),1,1
OM PT,Garrigue et al (2017),1,1
OM RBC,Garrigue et al (2017),1,1
OM Time to transfuion,Garrigue et al (2017),1,1
OM Adverse events,Goldstein et al (2015),1,1
OM Coagulation factors ,Goldstein et al (2015),1,1
OM Hemostatic efficacy,Goldstein et al (2015),1,1
OM INR,Goldstein et al (2015),1,1
OM Protein C and S,Goldstein et al (2015),1,1
OM RBC,Goldstein et al (2015),1,1
OM Whole Blood,Goldstein et al (2015),1,1
OM aPTT,Green et al (2020),1,1
OM Blood loss,Green et al (2020),1,1
OM Coagulation factors ,Green et al (2020),1,1
OM Consented and received intervention,Green et al (2020),1,1
OM Ddimers,Green et al (2020),1,1
OM Fibrinogen,Green et al (2020),1,1
OM Hemostatic agents,Green et al (2020),1,1
OM Other ,Green et al (2020),1,1
OM Plasma,Green et al (2020),1,1
OM Platelets,Green et al (2020),1,1
OM Protocol adherence,Green et al (2020),1,1
OM PTT,Green et al (2020),1,1
OM RBC,Green et al (2020),1,1
OM safety,Green et al (2020),1,1
OM Time from intervention to chest closure,Green et al (2020),1,1
OM Time to intervention,Green et al (2020),1,1
OM Adverse events,Innerhofer et al (2017),1,1
OM LOS ICU,Innerhofer et al (2017),1,1
OM Mortality,Innerhofer et al (2017),1,1
OM Need for massive transfusion,Innerhofer et al (2017),1,1
OM Reversal of coagulopathy,Innerhofer et al (2017),1,1
OM Adverse events,Jost et al (2022),1,1
OM arterial blood gas,Jost et al (2022),1,1
OM Coagulation factors ,Jost et al (2022),1,1
OM Complete Blood Count,Jost et al (2022),1,1
OM Feasibility,Jost et al (2022),1,1
OM Fibrinogen,Jost et al (2022),1,1
OM INR,Jost et al (2022),1,1
OM LOS Hospital,Jost et al (2022),1,1
OM LOS ICU,Jost et al (2022),1,1
OM Mortality ,Jost et al (2022),1,1
OM Need for massive transfusion,Jost et al (2022),1,1
OM Plasma,Jost et al (2022),1,1
OM plasma to crystalloid ratio,Jost et al (2022),1,1
OM Platelets,Jost et al (2022),1,1
OM PT,Jost et al (2022),1,1
OM RBC,Jost et al (2022),1,1
OM Survival ,Jost et al (2022),1,1
OM traceability ,Jost et al (2022),1,1
OM Transfusion reaction,Jost et al (2022),1,1
OM Urgent surgery,Jost et al (2022),1,1
OM Bleeding,Karkouti et al (2021),1,1
OM Blood loss,Karkouti et al (2021),1,1
OM Hemostatic agents,Karkouti et al (2021),1,1
OM Hemostatic efficacy,Karkouti et al (2021),1,1
OM Plasma,Karkouti et al (2021),1,1
OM Platelets,Karkouti et al (2021),1,1
OM RBC,Karkouti et al (2021),1,1
OM Bleeding,Lance et al (2012),1,1
OM Coagulation factors ,Lance et al (2012),1,1
OM Fibrinogen,Lance et al (2012),1,1
OM Prothrombin,Lance et al (2012),1,1
OM Thrombin generation,Lance et al (2012),1,1
OM Viscoelastic tests,Lance et al (2012),1,1
OM ACT,Massoumi G et al (2018),1,1
OM aPTT,Massoumi G et al (2018),1,1
OM Chest tube output,Massoumi G et al (2018),1,1
OM Complete Blood Count,Massoumi G et al (2018),1,1
OM Fibrinogen,Massoumi G et al (2018),1,1
OM PT,Massoumi G et al (2018),1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 36 Need for further intervention,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 36 Need for further intervention,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 36 Need for further intervention,MC Adverse events,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 2 Blood and lymphatic system outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 32 Delivery of care,MC Feasibility,1,1
D 32 Delivery of care,MC Feasibility,1,1
D 32 Delivery of care,MC Feasibility,1,1
D 32 Delivery of care,MC Feasibility,1,1
D 32 Delivery of care,MC Feasibility,1,1
D 32 Delivery of care,MC Feasibility,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 25 Physical functioning,MC Life impact,1,1
D 30 Global quality of life,MC Life impact,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
