from,to,fromCount,edgewidth
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 2 Blood and lymphatic system outcomes,1,1
CA Physiological,D 22 Respiratory thoracic and mediastinal outcomes,1,1
CA Physiological,D 22 Respiratory thoracic and mediastinal outcomes,1,1
CA Physiological,D 22 Respiratory thoracic and mediastinal outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Physiological,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Physiological,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Clinical,D 24 Vascular outcomes,1,1
CA Life impact,D 25 Physical functioning,1,1
CA Life impact,D 25 Physical functioning,1,1
CA Life impact,D 30 Global quality of life,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Life impact,D 32 Delivery of care,1,1
CA Resource use,D 34 Economic,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Life impact,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Life impact,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 35 Hospital,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Resource use,D 36 Need for further intervention,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
CA Adverse events,D 38 Adverse events and effects,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 36 Need for further intervention,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 36 Need for further intervention,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 38 Adverse events and effects,MC Adverse events,1,1
D 36 Need for further intervention,MC Adverse events,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 2 Blood and lymphatic system outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 24 Vascular outcomes,MC Bleeding,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 36 Need for further intervention,MC Blood usage,1,1
D 32 Delivery of care,MC Feasibility,1,1
D 32 Delivery of care,MC Feasibility,1,1
D 32 Delivery of care,MC Feasibility,1,1
D 32 Delivery of care,MC Feasibility,1,1
D 32 Delivery of care,MC Feasibility,1,1
D 32 Delivery of care,MC Feasibility,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 2 Blood and lymphatic system outcomes,MC INR,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 35 Hospital,MC Length of stay,1,1
D 25 Physical functioning,MC Life impact,1,1
D 30 Global quality of life,MC Life impact,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 35 Hospital,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 25 Physical functioning,MC Organ specific treatment effect,1,1
D 17 Nervous system outcomes,MC Organ specific treatment effect,1,1
D 17 Nervous system outcomes,MC Organ specific treatment effect,1,1
D 24 Vascular outcomes,MC Organ specific treatment effect,1,1
D 17 Nervous system outcomes,MC Organ specific treatment effect,1,1
D 17 Nervous system outcomes,MC Organ specific treatment effect,1,1
D 32 Delivery of care,MC Organ specific treatment effect,1,1
D 32 Delivery of care,MC Other,1,1
D 32 Delivery of care,MC Other,1,1
D 34 Economic,MC Other,1,1
D 32 Delivery of care,MC Other,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 22 Respiratory thoracic and mediastinal outcomes,MC Otherlaboratory measurements,1,1
D 22 Respiratory thoracic and mediastinal outcomes,MC Otherlaboratory measurements,1,1
D 22 Respiratory thoracic and mediastinal outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 24 Vascular outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 11 Immune system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
MC Measures of coagulation,OM ACT,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Measures of coagulation,OM aPTT,1,1
MC Measures of coagulation,OM aPTT,1,1
MC Measures of coagulation,OM aPTT,1,1
